environment,company_id,month,revenue_usd,cogs_usd,gross_margin_pct,opex_usd,ebitda_usd,cash_balance_usd,accounts_receivable_days,accounts_payable_days,inventory_turnover_days,transaction_count,transaction_volume_usd,top5_customer_concentration_pct,anomaly_flag,monthly_report_submitted_on_time,days_late_reporting,leadership_turnover_event,auditor_changed_event,amount_due_usd,amount_paid_usd,days_late,payment_status,revenue_3m_pct_change,ebitda_margin,cash_runway_months,amount_paid_ratio,receivable_payable_gap,label_distress_next_3m,distress_risk_score,risk_tier
Stable Market,OXC-003,2025-08-01,176860.0,132764.0,0.249,38464.0,5632.0,294128.0,39.4,39.9,30.3,902,174385.0,0.26,0,1,0,0,0,17730.0,17730.0,0.0,On Time,0.009809183405465216,0.031844396697953185,7.646838602329451,1.0,-0.5,0,0.0,Low
Stable Market,OXC-003,2025-09-01,155918.0,117300.0,0.248,29907.0,8710.0,294123.0,41.3,28.6,27.4,909,154208.0,0.29,0,1,0,0,0,17730.0,17730.0,0.0,On Time,-0.08447784856580842,0.055862697058710345,9.834587220383188,1.0,12.699999999999996,0,0.0,Low
Stable Market,OXC-003,2025-10-01,149428.0,115790.0,0.225,22401.0,11237.0,291868.0,43.1,49.5,24.2,557,136805.0,0.27,0,1,0,0,0,17730.0,17730.0,0.0,On Time,-0.17636034923714616,0.07520009636748133,13.029239766081872,1.0,-6.399999999999999,0,0.0,Low
Stable Market,OXC-003,2025-11-01,144692.0,108290.0,0.252,20912.0,15490.0,296177.0,43.1,38.7,38.3,428,142348.0,0.36,0,1,0,0,0,17730.0,17730.0,0.0,On Time,-0.1818839760262354,0.1070549857628618,14.163016449885234,1.0,4.399999999999999,0,0.0,Low
Stable Market,OXC-003,2025-12-01,148104.0,111786.0,0.245,18792.0,17527.0,294818.0,41.9,28.0,37.3,732,144409.0,0.3,0,1,0,0,0,17730.0,17730.0,0.0,On Time,-0.05011608666093714,0.1183425160697888,15.688484461472967,1.0,13.899999999999999,0,0.0,Low
Stable Market,OXC-003,2026-01-01,150359.0,112165.0,0.254,30858.0,7336.0,297179.0,41.6,34.5,36.7,489,155767.0,0.18,0,1,0,0,0,17730.0,17730.0,0.0,On Time,0.006230425355355118,0.04878989618180488,9.630533411108951,1.0,7.100000000000001,0,0.0,Low
Stable Market,OXC-003,2026-02-01,151501.0,115265.0,0.239,23404.0,12832.0,307342.0,43.6,29.2,35.6,557,148891.0,0.32,0,1,0,0,0,17730.0,17730.0,0.0,On Time,0.047058579603571626,0.08469911089695778,13.132028713040507,1.0,14.400000000000002,0,0.0,Low
Stable Market,OXC-003,2026-03-01,161930.0,116811.0,0.279,20150.0,24969.0,315262.0,44.4,32.5,43.0,786,164978.0,0.3,0,1,0,0,0,17730.0,17730.0,0.0,On Time,0.09335331928914825,0.15419625764219108,15.64575682382134,1.0,11.899999999999999,0,0.0,Low
Stable Market,OXC-003,2026-04-01,180193.0,139668.0,0.225,35111.0,5415.0,318579.0,46.0,40.3,36.8,778,169989.0,0.35,0,1,0,0,0,17730.0,17730.0,0.0,On Time,0.19841845183859963,0.03005111186339092,9.073481245193815,1.0,5.700000000000003,0,0.0,Low
Stable Market,OXC-003,2026-05-01,192221.0,149743.0,0.221,40603.0,1875.0,315477.0,44.4,46.0,28.1,1228,188262.0,0.32,0,1,0,0,0,17730.0,17730.0,2.0,Late,0.2687771037814932,0.009754397282294859,7.76979533532005,1.0,-1.6000000000000014,0,0.0,Low
Stable Market,OXC-003,2026-06-01,205481.0,160262.0,0.22,27600.0,17619.0,324343.0,43.4,38.1,40.2,1110,201628.0,0.43,1,1,0,0,0,17730.0,17730.0,0.0,On Time,0.26894954610016675,0.0857451540531728,11.751557971014492,1.0,5.299999999999997,0,0.0,Low
Stable Market,OXC-003,2026-07-01,211711.0,155102.0,0.267,40852.0,15758.0,328240.0,41.9,37.2,39.9,562,216060.0,0.28,0,1,0,0,0,17730.0,17730.0,0.0,On Time,0.17491245497882835,0.07443165447237035,8.034857534514835,1.0,4.699999999999996,0,0.0,Low
Stable Market,OXC-004,2024-11-01,233764.0,173905.0,0.256,35920.0,23940.0,169955.0,32.8,25.0,39.1,1040,219491.0,0.23,0,1,0,0,0,16380.0,16380.0,0.0,On Time,0.2604278997541303,0.10241097859379546,4.731486636971047,1.0,7.799999999999997,0,0.0,Low
Stable Market,OXC-004,2024-12-01,203696.0,146534.0,0.281,41566.0,15596.0,176009.0,31.4,39.0,30.7,1194,193123.0,0.33,0,1,0,0,0,16380.0,16380.0,0.0,On Time,-0.02765300326031439,0.07656507737019873,4.234446422556897,1.0,-7.600000000000001,0,0.0,Low
Stable Market,OXC-004,2025-01-01,216629.0,158973.0,0.266,41169.0,16487.0,179762.0,33.3,31.2,41.6,536,230966.0,0.38,0,1,0,0,0,16380.0,16380.0,0.0,On Time,-0.009600921688482145,0.07610707707647638,4.366440768539435,1.0,2.099999999999998,0,0.0,Low
Stable Market,OXC-004,2025-02-01,213202.0,153627.0,0.279,37611.0,21964.0,190809.0,30.9,47.7,30.8,1208,223859.0,0.4,0,1,0,0,0,16380.0,16380.0,0.0,On Time,-0.08796050717817971,0.10301967148525812,5.073223259152908,1.0,-16.800000000000004,0,0.0,Low
Stable Market,OXC-004,2025-03-01,233959.0,168598.0,0.279,36452.0,28910.0,205623.0,31.1,45.3,22.6,1616,233982.0,0.34,0,1,0,0,0,16380.0,16380.0,0.0,On Time,0.1485694368077921,0.12356865946597481,5.6409250521233405,1.0,-14.199999999999996,0,0.0,Low
Stable Market,OXC-004,2025-04-01,211240.0,156692.0,0.258,41162.0,13386.0,208421.0,30.8,28.7,38.7,567,203304.0,0.37,0,1,0,0,0,16380.0,16380.0,0.0,On Time,-0.024876632399170928,0.06336868017420944,5.063432291919732,1.0,2.1000000000000014,0,0.0,Low
Stable Market,OXC-004,2025-05-01,181676.0,134096.0,0.262,39537.0,8043.0,213585.0,33.3,39.2,27.3,795,179439.0,0.24,0,1,0,0,0,16380.0,16380.0,0.0,On Time,-0.14786915694974723,0.0442711200158524,5.402154943470673,1.0,-5.900000000000006,0,0.0,Low
Stable Market,OXC-004,2025-06-01,170309.0,128144.0,0.248,21831.0,20334.0,219142.0,36.8,55.2,28.3,617,175751.0,0.5,0,1,0,0,1,16380.0,16380.0,0.0,On Time,-0.27205621497783805,0.11939474719480474,10.03811094315423,1.0,-18.400000000000006,0,0.0,Low
Stable Market,OXC-004,2025-07-01,146065.0,118490.0,0.189,21078.0,6497.0,213023.0,32.9,43.3,48.2,761,146904.0,0.74,1,0,9,0,0,16380.0,16380.0,0.0,On Time,-0.3085353152811967,0.0444801971724917,10.10641427080368,1.0,-10.399999999999999,0,0.0,Low
Stable Market,OXC-004,2025-08-01,128195.0,105533.0,0.177,18322.0,4339.0,210676.0,31.9,49.4,32.1,317,128370.0,0.95,0,1,0,1,0,16380.0,16380.0,10.0,Late,-0.2943757017988067,0.03384687390303834,11.498526361750901,1.0,-17.5,1,99.8,High
Stable Market,OXC-004,2025-09-01,101019.0,90714.0,0.102,13053.0,-2747.0,204826.0,31.8,54.6,27.1,354,96826.0,0.96,1,1,0,1,0,16380.0,16380.0,15.0,Late,-0.4068487279004632,-0.02719290430513072,15.691871600398375,1.0,-22.8,1,100.0,High
Stable Market,OXC-004,2025-10-01,89405.0,81809.0,0.085,17924.0,-10328.0,196321.0,32.8,47.7,48.6,300,91596.0,0.96,1,0,7,0,0,16380.0,16380.0,15.0,Late,-0.3879094923492965,-0.11551926626027627,10.952968087480473,1.0,-14.900000000000006,1,100.0,High
Stable Market,OXC-004,2025-11-01,63095.0,60084.0,0.048,12334.0,-9323.0,183598.0,35.5,56.6,29.0,197,62316.0,0.96,0,1,0,0,0,16380.0,16380.0,14.0,Late,-0.5078201177893054,-0.1477613123068389,14.88551970163775,1.0,-21.1,0,0.0,Low
Stable Market,OXC-004,2025-12-01,44603.0,44157.0,0.01,8283.0,-7837.0,178516.0,34.1,43.4,45.8,246,43726.0,0.96,0,0,2,0,0,16380.0,16380.0,26.0,Late,-0.5584691988635802,-0.1757056700221958,21.552094651696244,1.0,-9.299999999999997,0,0.0,Low
Stable Market,OXC-004,2026-01-01,30275.0,29973.0,0.01,6329.0,-6026.0,172930.0,33.6,53.3,34.3,166,28091.0,0.96,0,1,0,0,0,16380.0,16380.0,19.0,Late,-0.6613724064649629,-0.19904211395540874,27.323431821772793,1.0,-19.699999999999996,0,0.0,Low
Stable Market,OXC-004,2026-02-01,16993.0,16823.0,0.01,2967.0,-2797.0,165513.0,32.5,55.6,50.3,47,17082.0,0.96,1,0,2,0,0,16380.0,16380.0,27.0,Late,-0.7306759648149616,-0.16459718707703172,55.78463094034378,1.0,-23.1,0,0.0,Low
Stable Market,OXC-004,2026-03-01,9935.0,9836.0,0.01,1366.0,-1267.0,157488.0,33.1,49.6,50.1,27,9994.0,0.96,1,1,0,0,0,16380.0,16380.0,28.0,Late,-0.7772571351702801,-0.12752893809763463,115.2913616398243,1.0,-16.5,0,0.0,Low
Stable Market,OXC-004,2026-04-01,5655.0,5598.0,0.01,1209.0,-1153.0,149908.0,32.4,42.8,43.6,13,5510.0,0.96,0,1,0,0,0,16380.0,16380.0,0.0,On Time,-0.8132122213047068,-0.20389036251105216,123.9933829611249,1.0,-10.399999999999999,0,0.0,Low
Stable Market,OXC-004,2026-05-01,3000.0,2970.0,0.01,384.0,-354.0,152326.0,31.6,36.2,42.1,12,2911.0,0.96,0,0,1,0,0,16380.0,16380.0,0.0,On Time,-0.8234567174719002,-0.118,396.6822916666667,1.0,-4.600000000000001,0,0.0,Low
Stable Market,OXC-004,2026-06-01,3000.0,2970.0,0.01,520.0,-490.0,148011.0,33.8,37.0,42.0,15,2865.0,0.96,1,0,10,0,0,16380.0,10502.0,50.0,Partial/Default Risk,-0.6980372420734776,-0.16333333333333333,284.63653846153846,0.6411477411477412,-3.200000000000003,0,0.0,Low
Stable Market,OXC-004,2026-07-01,3000.0,2970.0,0.01,622.0,-592.0,155080.0,32.8,48.3,49.6,8,2833.0,0.96,0,0,12,0,0,16380.0,11722.0,39.0,Partial/Default Risk,-0.4694960212201591,-0.19733333333333333,249.32475884244374,0.7156288156288156,-15.5,0,0.0,Low
Stable Market,OXC-005,2024-11-01,215646.0,172355.0,0.201,33278.0,10013.0,207320.0,53.0,49.6,22.0,654,214276.0,0.37,0,1,0,0,0,,,0.0,,0.0016303211872081835,0.04643257931981117,6.229941703227357,1.0,3.3999999999999986,0,0.0,Low
Stable Market,OXC-005,2024-12-01,237719.0,184050.0,0.226,35509.0,18160.0,215836.0,49.2,49.1,44.8,703,231758.0,0.29,0,1,0,0,0,,,0.0,,0.28473145475966577,0.0763927157694589,6.07834633473204,1.0,0.10000000000000142,0,0.0,Low
Stable Market,OXC-005,2025-01-01,215779.0,167465.0,0.224,35764.0,12550.0,215572.0,49.7,48.1,35.2,1418,214598.0,0.51,0,0,16,0,0,,,0.0,,0.0170434995734412,0.05816135953915812,6.027625545241024,1.0,1.6000000000000014,0,0.0,Low
Stable Market,OXC-005,2025-02-01,194667.0,144228.0,0.259,27615.0,22824.0,226035.0,46.7,26.9,27.5,856,196732.0,0.37,1,0,6,0,0,,,0.0,,-0.09728443838513123,0.11724637457812573,8.185225420966866,1.0,19.800000000000004,0,0.0,Low
Stable Market,OXC-005,2025-03-01,190868.0,148854.0,0.22,25890.0,16124.0,228325.0,46.2,49.6,38.7,462,200566.0,0.42,0,1,0,0,0,,,0.0,,-0.19708563471998453,0.08447723033719638,8.819042101197374,1.0,-3.3999999999999986,0,0.0,Low
Stable Market,OXC-005,2025-04-01,200930.0,150653.0,0.25,25268.0,25009.0,240945.0,47.8,27.4,24.4,625,189063.0,0.21,0,1,0,0,0,,,0.0,,-0.06881577910732739,0.12446623202110188,9.535578597435492,1.0,20.4,0,0.0,Low
Stable Market,OXC-005,2025-05-01,185360.0,139805.0,0.246,27406.0,18149.0,251203.0,46.7,44.4,28.1,446,186971.0,0.2,0,1,0,0,0,,,0.0,,-0.04780984964066848,0.09791217091066033,9.165985550609356,1.0,2.3000000000000043,0,0.0,Low
Stable Market,OXC-005,2025-06-01,197480.0,160216.0,0.189,31999.0,5264.0,248644.0,46.4,42.8,32.0,777,197286.0,0.59,0,1,0,0,0,,,0.0,,0.03464174193683589,0.026655863884950375,7.7703678239944995,1.0,3.6000000000000014,0,0.0,Low
